Date,US~EU,US~EM,US~Tech,US~EU HY,US~Me A Ee,EU~EM,EU~Tech,EU~EU HY,EU~Me A Ee,EM~Tech,EM~EU HY,EM~Me A Ee,Tech~EU HY,Tech~Me A Ee,EU HY~Me A Ee
2025-07-16,0.7233142755566937,0.7098794024920521,0.7866908868755174,0.6254985054130909,0.7857108318399292,0.7335372218206503,0.8119176333441892,0.6743466114098656,0.8103796471701451,0.7471666458993812,0.6278423360178287,0.7378997514215908,0.6330301892488774,0.7612139272133039,0.7107954101497516
2025-07-17,0.7236197156730753,0.7096905941471497,0.7873260173234864,0.6254959928180969,0.7862097848590818,0.7229232300126445,0.8118327059615086,0.6900125788983883,0.8094123726708539,0.7383687386121489,0.626155020266601,0.7335151342263658,0.6470048885565984,0.7605088974355725,0.7162784400338897
2025-07-18,0.7255455113341737,0.7133842145098056,0.7879299691599297,0.6215453861689895,0.7857178905926689,0.7214280439893693,0.8111314370125841,0.685018085064943,0.8078922386417418,0.7381112953185149,0.6210425840177953,0.7328727047266467,0.6382414682020174,0.7598584892222099,0.7024778526251225
2025-07-21,0.7287017917678534,0.7172056157638051,0.7874805073708481,0.63635506905145,0.7871003950936165,0.7192237693547037,0.8145826258098169,0.6865007084616548,0.8064765419508699,0.7416775454673111,0.6208663272681781,0.7335177279147903,0.6531617629628561,0.7609613969108472,0.70788302265393
2025-07-22,0.7296618770940723,0.7163793168869805,0.7879144743622455,0.6447514607976631,0.7984862684962758,0.7192777094836696,0.8153556654826397,0.6930709996591121,0.8158861310435521,0.7403990888071721,0.6373756866648226,0.749734951498128,0.6635028341738372,0.7739472586246356,0.7021618168971375
2025-07-23,0.7394783331765485,0.7157551969215148,0.7918296387680113,0.6462961766148207,0.8008191759277858,0.7218643223432614,0.8159951766000605,0.6950398170951898,0.8187187612879063,0.736112368909818,0.6343421400349197,0.748727925006694,0.6637940085849092,0.774012485668653,0.7021715450678926
2025-07-24,0.7401350888842003,0.7141359461867364,0.792192025575407,0.6477236991526919,0.8019961444264532,0.7227225446316039,0.8158822487066211,0.6945866454508436,0.8186555127943808,0.7367352475458543,0.6354674884453767,0.7503187013877769,0.66292546510543,0.7741088119764933,0.7010040442622166
2025-07-25,0.7513758018826463,0.7279450157679682,0.7917834828030904,0.654294984386392,0.8106954588841535,0.7221574146494689,0.8200829504895051,0.6947855900230506,0.8187348895022323,0.7428289098797679,0.635814000752043,0.7507699882991684,0.6647038680268025,0.7766366040581938,0.7009849473260662
2025-07-28,0.7520940702045832,0.7305229200067382,0.7926353663987978,0.6554459148394086,0.8088812405618047,0.7277018079286142,0.8200736162445241,0.6975768895627578,0.8197241386453772,0.7459049196667504,0.6373817802231548,0.7502804116773782,0.6659259635150718,0.7741457040125698,0.7004340719999975
2025-07-29,0.75347726880049,0.7338418175031578,0.792629420203154,0.6551221689924563,0.8142966903612313,0.7377461494159525,0.8196508605804093,0.699432991968499,0.8339855729319466,0.7514090349945772,0.6385593257179184,0.7497862958295467,0.6664325772377699,0.7820816486876008,0.7024791672230947
